,,Stage,Wk,Game,Pts,T.Pts,P.Pts,PPM,Adj.VP,P?,0k,5k,10k,15k,20k,25k,30k,35k,40k,45k,50k,4ks,5ks,TOP3,TOP2,TOP1,1.5R2,1.75R2,2.0R2,PR Avg.,W/L,Game Start VP,Game End VP
100 Thieves,Boostio,Stage 1,,G29,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 1,,G30,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 1,,G31,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 1,,G32,5,4,1,2.5,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Boostio,Stage 1,,G33,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 1,,G34,8,4,4,2.67,,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Boostio,Stage 1,,G35,5,3,2,1.67,,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Boostio,Stage 1,,G36,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 1,,G37,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 1,,G38,13,5,8,4.33,,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,W,,
100 Thieves,Boostio,Shanghai,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G3,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G10,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G11,8,5,3,4.0,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,W,,
100 Thieves,Boostio,Shanghai,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G17,3,0,3,1.5,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G18,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G19,8,3,5,2.67,,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Boostio,Shanghai,,G20,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G21,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G22,2,-1,3,1.0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G23,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Shanghai,,G25,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G3,5,0,5,2.5,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G9,3,0,3,1.5,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G10,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G14,10,4,6,5.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,W,,
100 Thieves,Boostio,Stage 2,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G17,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G18,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G20,7,3,4,2.33,,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Boostio,Stage 2,,G21,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G22,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G23,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G24,5,3,2,1.67,,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G25,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G26,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G27,5,3,2,2.5,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Boostio,Stage 2,,G28,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G29,3,0,3,1.5,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G30,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G31,6,1,5,2.0,,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G32,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Boostio,Stage 2,,G33,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G3,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G4,11,3,8,3.67,,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G7,6,2,4,2.0,,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G10,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G17,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G18,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Kickoff,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G3,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G4,7,0,7,3.5,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G6,9,3,6,4.5,,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,W,,
100 Thieves,Cryocells,Stage 1,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G10,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G16,9,4,5,4.5,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Cryocells,Stage 1,,G17,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G18,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G20,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G21,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G22,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G23,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G24,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G25,10,1,9,3.33,,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G26,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G27,10,4,6,5.0,,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,W,,
100 Thieves,Cryocells,Stage 1,,G28,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G29,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G30,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G31,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G32,16,4,12,8.0,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,,W,,
100 Thieves,Cryocells,Stage 1,,G33,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G34,15,4,11,5.0,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,,W,,
100 Thieves,Cryocells,Stage 1,,G35,8,3,5,2.67,,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Cryocells,Stage 1,,G36,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G37,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 1,,G38,9,5,4,3.0,,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Cryocells,Shanghai,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G3,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G9,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G10,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G11,14,5,9,7.0,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,W,,
100 Thieves,Cryocells,Shanghai,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G14,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G17,7,0,7,3.5,,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G18,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G19,9,3,6,3.0,,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,W,,
100 Thieves,Cryocells,Shanghai,,G20,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G21,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G22,1,-1,2,0.5,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G23,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Shanghai,,G25,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G1,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G2,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G3,6,0,6,3.0,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G4,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G5,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G6,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G7,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G8,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G9,1,0,1,0.5,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G10,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G11,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G12,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G13,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G14,7,4,3,3.5,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,W,,
100 Thieves,Cryocells,Stage 2,,G15,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G16,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G17,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G18,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G19,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G20,11,3,8,3.67,,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,W,,
100 Thieves,Cryocells,Stage 2,,G21,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G22,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G23,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G24,13,3,10,4.33,,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G25,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G26,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
100 Thieves,Cryocells,Stage 2,,G27,8,3,5,4.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,W,,
100 Thieves,Cryocells,Stage 2,,G28,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,,
